step,"Flow: (0.04) S -> E, 
inducing by: I, ","Flow: (0.01) E -> I, 
 not inducing","Flow: (0.005) I -> R, 
 not inducing"
62,"0,04983018317914877","0,019355626698993718","0,006455892507963764"
63,"0,05030228430928231","0,01966037226379527","0,006520391178918914"
64,"0,050782892328663676","0,019966791384250136","0,006586091084343297"
65,"0,05127199922562995","0,02027495239369427","0,00665299458584283"
66,"0,05176959904210273","0,02058492286201363","0,006721104374882087"
67,"0,0522756878148317","0,020896769623814523","0,006790423467317745"
68,"0,05279026351781252","0,021210558805724693","0,006860955198100228"
69,"0,05331332600582888","0,02152635585284557","0,00693270321613835"
70,"0,05384487695906935","0,0218442255543754","0,007005671479321887"
71,"0,054384919828771645","0,02216423206842234","0,007079864249697154"
72,"0,05493345978384757","0,02248643894602583","0,00715528608879078"
73,"0,05549050365844299","0,022810909154404046","0,007231941853076955"
74,"0,05605605990038888","0,02313770509944444","0,007309836689583591"
75,"0,056630138520499945","0,023466888647453887","0,0073889760316328944"
76,"0,05721275104267868","0,02379852114618435","0,007469365594712"
77,"0,05780391045478356","0,02413266344514929","0,007551011372469362"
78,"0,058403631160221244","0,024469375915245634","0,007633919632832762"
79,"0,059011928930223355","0,02480871846769539","0,007718096914244826"
80,"0,059628820856769446","0,02515075057232067","0,00780355002201208"
81,"0,06025432530611851","0,025495531275165156","0,007890286024763623"
82,"0,060888461872912664","0,02584311921547469","0,007978312251015631"
83,"0,06153125133481649","0,02619357264204907","0,008067636285837928"
84,"0,06218271560765762","0,026546949428976743","0,008158265967618983"
85,"0,06284287770103371","0,02690330709076355","0,008250209384925771"
86,"0,06351176167435245","0,027262702796866253","0,008343474873454961"
87,"0,0641893925932718","0,027625193385641116","0,008438071013072018"
88,"0,064875796486508","0,027990835377717422","0,008534006624934863"
89,"0,06557100030298003","0,02835968498880533","0,008631290768698775"
90,"0,0662750318692599","0,028731798141947075","0,008729932739799308"
91,"0,06698791984729803","0,029107230479220203","0,008829942066810046"
92,"0,06770969369239477","0,029486037372900977","0,008931328508872096"
93,"0,06844038361138863","0,029868273936095917","0,009034102053192241"
94,"0,06918002052103313","0,030253995032848844","0,009138272912606757"
95,"0,06992863600653433","0,030643255287730688","0,009243851523207967"
96,"0,07068626228022191","0,03103610909491873","0,00935084854203058"
97,"0,07145293214032726","0,03143261062677176","0,009459274844795022"
98,"0,07222867892984203","0,031832813841907316","0,009569141523704906"
99,"0,07301353649543212","0,03223677249278666","0,009680459885295917"
100,"0,07380753914638176","0,032644540132813114","0,00979324144833337"
101,"0,07461072161354299","0,0330561701229488","0,009907497941755768"
102,"0,07542311900826679","0,03347171563785474","0,010023241302661731"
103,"0,07624476678129234","0,03389122967155886","0,010140483674337697"
104,"0,07707570068157091","0,034314765042656195","0,010259237404323803"
105,"0,0779159567150025","0,034742374399045345","0,010379515042515464"
106,"0,07876557110306251","0,035174110222204916","0,01050132933929811"
107,"0,0796245802412975","0,03561002483101349","0,010624693243712645"
108,"0,08049302065766822","0,036050170385116334","0,010749619901649148"
109,"0,08137092897071983","0,03649459888784185","0,010876122654066482"
110,"0,08225834184755881","0,03694336218867063","0,01100421503523536"
111,"0,08315529596161722","0,03739651198525951","0,011133910771002535"
112,"0,08406182795018452","0,03785409982502309","0,011265223777073822"
113,"0,08497797437168879","0,0383161771062747","0,011398168157313569"
114,"0,08590377166270877","0,038782795078928844","0,011532758202058372"
115,"0,08683925609469871","0,03925400484476665","0,011669008386442725"
116,"0,08778446373040939","0,03972985735726597","0,011806933368734345"
117,"0,0887394303799875","0,04021040342099741","0,011946547988677003"
118,"0,08970419155673788","0,04069569369058731","0,012087867265838605"
119,"0,09067878243253238","0,041185778669248815","0,012230906397962349"
120,"0,0916632377928498","0,041680708706881654","0,012375680759318781"
121,"0,09265759199143236","0,04218053399774133","0,012522205899056596"
122,"0,09366187890454426","0,042685304577678246","0,012670497539550019"
123,"0,09467613188481824","0,04319507032094691","0,01282057157474066"
124,"0,09570038371467715","0,04370988093658562","0,012972444068471692"
125,"0,09673466655931769","0,04422978596436654","0,013126131252812262"
126,"0,0977790119192436","0,04475483477031605","0,013281649526370032"
127,"0,09883345058233758","0,04528507654180532","0,013439015452589763"
128,"0,0998980125754597","0,04582056028221065","0,013598245758035839"
129,"0,1009727271155628","0,04636133480514313","0,013759357330656714"
130,"0,10205762256031393","0,04690744872824733","0,013922367218029147"
131,"0,10315272635821346","0,04745895046656799","0,014087292625580236"
132,"0,10425806499820234","0,04801588822548444","0,014254150914785175"
133,"0,10537366395874981","0,04857830999321162","0,014422959601338672"
134,"0,10649954765641426","0,049146263532866996","0,014593736353298038"
135,"0,10763573939386968","0,04971979637410247","0,014766498989195883"
136,"0,10878226130739287","0,05029895580430014","0,014941265476120414"
137,"0,1099391343138045","0,05088378885933107","0,015118053927761313"
138,"0,11110637805686079","0,0514743423138758","0,015296882602419163"
139,"0,11228401085309044","0,052070662671305654","0,015477769900976443"
140,"0,11347204963707483","0,0526727961531235","0,015660734364828087"
141,"0,11467050990616828","0,053280788687963015","0,015845794673769568"
142,"0,11587940566465683","0,05389468590014507","0,016032969643840534"
143,"0,11709874936735494","0,05451453309779018","0,01622227822512206"
144,"0,11832855186263991","0,05514037526048583","0,016413739499485398"
145,"0,11956882233492477","0,05577225702650738","0,0166073726782904"
146,"0,12081956824657153","0,05641022267959155","0,016803197100031485"
147,"0,12208079527924745","0,05705431613526135","0,017001232227929288"
148,"0,12335250727472748","0,057704580926701214","0,01720149764746595"
149,"0,12463470617514773","0,058361060190181474","0,017404013063862127"
150,"0,12592739196271527","0,059023796650031136","0,017608798299493723"
151,"0,1272305625988806","0,05969283260315798","0,01781587329124641"
152,"0,12854421396298035","0,06036820990311521","0,018025258087805966"
153,"0,1298683397903587","0,06104996994371386","0,018236972846882513"
154,"0,1312029316099769","0,06173815364218031","0,018451037832366672"
155,"0,13254797868152157","0,06243280142185828","0,01866747341141574"
156,"0,13390346793202387","0,06313395319445492","0,018886300051467953"
157,"0,13526938389200205","0,0638416483418306","0,019107538317182888"
158,"0,13664570863114128","0,06455592569733232","0,01933120886730613"
159,"0,13803242169352667","0,0652768235266704","0,019557332451456258"
160,"0,13942950003244556","0,06600437950833896","0,01978592990683233"
161,"0,1408369179447764","0,06673863071358002","0,020017022154839862"
162,"0,14225464700498433","0,06747961358589198","0,02025063019763356"
163,"0,14368265599874236","0,06822736392008291","0,020486775114574855"
164,"0,14512091085620105","0,0689819168408695","0,020725478058602392"
165,"0,14656937458492894","0,0697433067810228","0,02096676025251373"
166,"0,14802800720254788","0,07051156745906187","0,021210642985156274"
167,"0,14949676566909012","0,07128673185649674","0,0214571476075258"
168,"0,1509756038191031","0,07206883219462266","0,021706295528770653"
169,"0,15246447229353108","0,07285789991086747","0,021958108212099915"
170,"0,15396331847140401","0,0736539656346941","0,02221260717059375"
171,"0,15547208640136492","0,07445705916306121","0,022469813962914253"
172,"0,15699071673306894","0,07526720943544424","0,022729750188914988"
173,"0,15851914664848896","0,07608444450842049","0,02299243748514764"
174,"0,1600573097931638","0,07690879152982118","0,023257897520263998"
175,"0,1616051362074273","0,0777402767124546","0,02352615199031178"
176,"0,16316255225765697","0,07857892530740433","0,023797222613922493"
177,"0,16472948056758413","0,07942476157690687","0,0240711311273899"
178,"0,16630583994970816","0,08027780876681362","0,024347899279637486"
179,"0,16789154533685857","0,08113808907864256","0,024627548827073364"
180,"0,16948650771395188","0,08200562364122473","0,02491010152833121"
181,"0,17109063404999084","0,082880432481952","0,02519557913889568"
182,"0,17270382723035524","0,08376253449763238","0,02548400340561096"
183,"0,1743259859894359","0,08465194742495961","0,025775396061071067"
184,"0,17595700484366472","0,08554868781060439","0,026069778817890507"
185,"0,17759677402499516","0,086452770980935","0,026367173362854074"
186,"0,1792451794148909","0,08736421101137559","0,026667601350944477"
187,"0,180902102478879","0,08828302069541075","0,02697108439924663"
188,"0,18256742020172895","0,08920921151324543","0,02727764408072745"
189,"0,1842410050233195","0,09014279360013026","0,027587301917890043"
190,"0,1859227247752555","0,09108377571436214","0,027900079376301245"
191,"0,18761244261830154","0,0920321652049711","0,028215997857991552"
192,"0,1893100169806986","0,0929879679791044","0,028535078694726452"
193,"0,19101530149743223","0,09395118846912034","0,028857343141148344"
194,"0,192728144950524","0,09492182959940346","0,0291828123677882"
195,"0,19444839121041724","0,09589989275291466","0,029511507453946276"
196,"0,19617587917853135","0,09688537773748968","0,029843449380441114"
197,"0,1979104427310609","0,0978782827519001","0,03017865902222636"
198,"0,199651910664096","0,0988786043516917","0,030517157140874725"
199,"0,20140010664014352","0,09988633741481576","0,030858964376928807"
200,"0,20315484913612938","0,10090147510706902","0,03120410124211824"
201,"0,2049159513929639","0,10192400884735964","0,03155258811144299"
202,"0,2066832213667547","0,10295392827281567","0,031904445215122576"
203,"0,2084564616817508","0,10399122120375505","0,03225969263041104"
204,"0,21023546958510636","0,10503587360853502","0,032618350273277766"
205,"0,21202003690355078","0,10608786956830071","0,03298043788995405"
206,"0,21380995000205488","0,10714719124165323","0,033345975048345786"
207,"0,21560498974458425","0,10821381882925725","0,033714981129312316"
208,"0,2174049314570315","0,10928773053841051","0,03408747531781204"
209,"0,21920954489242","0,11036890254759671","0,03446347659391503"
210,"0,2210185941984743","0,11145730897104494","0,03484300372368344"
211,"0,22283183788765215","0,11255292182331923","0,03522607524992025"
212,"0,2246490288097337","0,11365571098396256","0,03561270948278725"
213,"0,2264699141270663","0,11476564416222028","0,036002924490293124"
214,"0,22829423529256146","0,11588268686186874","0,03639673808865276"
215,"0,2301217280305442","0,11700680234617568","0,036794167832518834"
216,"0,2319521223205516","0,11813795160301938","0,03719523100508712"
217,"0,23378514238418366","0,1192760933101947","0,03759994460807679"
218,"0,23562050667510323","0,1204211838009346","0,03800832535158737"
219,"0,23745792787228806","0,12157317702967628","0,03842038964383412"
220,"0,2392971128766335","0,1227320245381024","0,038836153580763325"
221,"0,24113776281100865","0,12389767542148772","0,03925563293555002"
222,"0,24297957302386466","0,12507007629538294","0,03967884314797971"
223,"0,2448222330964966","0,12624917126266774","0,040105799313716724"
224,"0,24666542685405918","0,12743490188100604","0,04053651617346148"
225,"0,24850883238043459","0,12862720713073655","0,04097100810199921"
226,"0,2503521220370528","0,12982602338323354","0,04140928909714289"
227,"0,2521949624857625","0,13103128436977174","0,04185137276857335"
228,"0,2540370147158483","0,13224292115093167","0,042297272326579344"
229,"0,2558779340752922","0,13346086208658084","0,042747000570701105"
230,"0,25771737030637343","0,13468503280646793","0,043200569878280505"
231,"0,25955496758569996","0,135915356181467","0,04365799219292144"
232,"0,26139036456876386","0,13715175229550933","0,04411927901286417"
233,"0,26322319443911063","0,13839413841824186","0,0445844413792774"
234,"0,2650530849622103","0,13964242897845056","0,045053489864472225"
235,"0,2668796585441166","0,14089653553828813","0,04552643456004212"
236,"0,26870253229499746","0,1421563667683464","0,046003285064933355"
237,"0,2705213180976183","0,1434218284236129","0,046484050473450424"
238,"0,2723356226808567","0,14469282332035296","0,04696873936320123"
239,"0,2741450476983228","0,145969251313958","0,047457359782986985"
240,"0,2759491898121585","0,14725100927780163","0,04794991924064184"
241,"0,27774764078208486","0,1485379910831452","0,04844642469082764"
242,"0,27953998755976184","0,14983008758013458","0,048946882522789226"
243,"0,2813258123885226","0,15112718657993085","0,04945129854807595"
244,"0,2831046929085408","0,15242917283801677","0,049959677988235224"
245,"0,28487620226748217","0,15373592803872202","0,05047202546248413"
246,"0,28663990923669214","0,1550473307810096","0,05098834497536532"
247,"0,28839537833296086","0,15636325656556643","0,05150863990439354"
248,"0,2901421699459086","0,15768357778324038","0,05203291298769941"
249,"0,291879840471022","0,15900816370486706","0,05256116631167711"
250,"0,29360794244837435","0,1603368804725286","0,05309340129864306"
251,"0,29532602470704983","0,16166959109228707","0,053629618694512486"
252,"0,29703363251529347","0,16300615542843466","0,05416981855650135"
253,"0,298730307736395","0,16434643019930328","0,054714000240861024"
254,"0,30041558899031584","0,1656902689746742","0,055262162390653236"
255,"0,3020890118210564","0,16703752217483062","0,05581430292357335"
256,"0,30375010886975806","0,16838803707129288","0,05637041901982963"
257,"0,3053984100535258","0,16974165778927752","0,056930507110086945"
258,"0,30703344274995054","0,17109822531192","0,057494562863482895"
259,"0,3086547319873031","0,17245757748630033","0,05806258117572509"
260,"0,3102618006403661","0,17381954903131036","0,05863455615727796"
261,"0,3118541696318597","0,1751839715474009","0,059210481121648124"
262,"0,31343135813941114","0,1765506735282455","0,059790348573776894"
263,"0,3149928838080112","0,17791948037435712","0,060374150198549234"
264,"0,3165382629678901","0,17929021440869367","0,06096187684942827"
265,"0,3180670108577392","0,1806626948942856","0,06155351853722459"
266,"0,31957864185319607","0,18203673805392015","0,06214906441900991"
267,"0,32107266970050297","0,1834121570919129","0,06274850278718445"
268,"0,3225486077552377","0,1847887622179988","0,0633518210587081"
269,"0,3240059692260095","0,1861663606733712","0,06395900576450454"
270,"0,32544426742300553","0,1875447567588976","0,06457004253904888"
271,"0,3268630160112583","0,18892375186553867","0,06518491611014812"
272,"0,32826172926850417","0,1903031445069959","0,06580361028892508"
273,"0,3296399223474865","0,19168273035461098","0,06642610796001544"
274,"0,3309971115425539","0,19306230227453974","0,0670523910719884"
275,"0,33233281456039016","0,1944416503672199","0,06768244062800116"
276,"0,3336465507947079","0,19582056200915157","0,06831623667669726"
277,"0,33493784160472645","0,19719882189700713","0,06895375830335952"
278,"0,3362062105972447","0,19857621209408433","0,06959498362132777"
279,"0,3374511839121149","0,1999525120791159","0,07023988976369154"
280,"0,3386722905109088","0,2013274987974459","0,07088845287526867"
281,"0,33986906246856385","0,20270094671458055","0,07154064810487956"
282,"0,3410410352677867","0,2040726278721204","0,07219644959792806"
283,"0,3421877480959798","0,2054423119460771","0,07285583048929903"
284,"0,34330874414445484","0,20680976630757614","0,07351876289658292"
285,"0,34440357090968216","0,20817475608594493","0,07418521791363789"
286,"0,3454717804963207","0,20953704423418232","0,07485516560449942"
287,"0,34651292992176524","0,2108963915968037","0,07552857499764783"
288,"0,3475265814219369","0,2122525569800533","0,0762054140806436"
289,"0,3485123027580406","0,21360529722447216","0,07688564979514065"
290,"0,3494696675240007","0,21495436727980785","0,0775692480322873"
291,"0,3503982554542819","0,21629952028224977","0,07825617362852491"
292,"0,3512976527317971","0,21764050763397008","0,07894639036179353"
293,"0,3521674522955939","0,21897707908494837","0,07963986094815444"
294,"0,35300725414800765","0,22030898281705483","0,08033654703883839"
295,"0,35381666566096664","0,22163596553036435","0,08103640921772946"
296,"0,35459530188112","0,2229577725316704","0,08173940699929264"
297,"0,3553427858334674","0,22427414782516486","0,08244549882695452"
298,"0,35605874882315275","0,22558483420524789","0,08315464207194558"
299,"0,3567428307350894","0,22688957335142693","0,08386679303261207"
300,"0,3573946803310743","0,22818810592526353","0,08458190693420616"
301,"0,3580139555440496","0,22948017166932164","0,08529993792916143"
302,"0,3586003237691665","0,2307655095080689","0,08602083909786223"
303,"0,35915346215130234","0,2320438576506799","0,08674456244991326"
304,"0,359673057868683","0,2333149536956861","0,0874710589259171"
305,"0,3601588084122595","0,23457853473741608","0,08820027839976595"
306,"0,3606104218604895","0,2358343374741645","0,0889321696814542"
307,"0,3610276171491706","0,23708209831802776","0,08966668052041776"
308,"0,361410124335978","0,23832155350633918","0,0904037576094058"
309,"0,36175768485935617","0,2395524392146356","0,09114334658889048"
310,"0,3620700517914179","0,2407744916710828","0,0918853920520192"
311,"0,36234699008450594","0,24198744727228616","0,09262983755011452"
312,"0,3625882768110762","0,24319104270040837","0,09337662559872538"
313,"0,3627937013965631","0,24438501504151502","0,0941256976842338"
314,"0,3629630658448953","0,2455691019050655","0,09487699427102021"
315,"0,36309618495633145","0,2467430415444638","0,09563045480919044"
316,"0,3631928865372923","0,24790657297858246","0,09638601774286681"
317,"0,3632530116018733","0,24905943611416956","0,09714362051904539"
318,"0,3632764145647252","0,2502013718690466","0,09790319959702101"
319,"0,36326296342500114","0,2513321222960034","0,09866469045838114"
320,"0,36321253994107366","0,25245143070729337","0,09942802761756925"
321,"0,3631250397957348","0,2535590417996312","0,10019314463301786"
322,"0,3630003727516028","0,2546547017795922","0,10095997411885092"
323,"0,36283846279646703","0,2557381584893123","0,10172844775715463"
324,"0,36263924827831207","0,25680916153238387","0,10249849631081542"
325,"0,3624026820297773","0,2578674623998432","0,10327004963692327"
326,"0,36212873148181507","0,2589128145961425","0,10404303670073788"
327,"0,36181737876632414","0,2599449737649992","0,1048173855902149"
328,"0,36146862080754866","0,2609636978150125","0,10559302353108882"
329,"0,3610824694020457","0,2619687470449379","0,10636987690250843"
330,"0,36065895128703573","0,2629598842685089","0,10714787125322058"
331,"0,36019810819696796","0,2639368749386942","0,107926931318297"
332,"0,359699996908144","0,264899487271277","0,10870698103639899"
333,"0,35916468927125983","0,26584749236764565","0,10948794356757338"
334,"0,3585922722317412","0,26678066433668185","0,11026974131157374"
335,"0,35798284783776163","0,26769878041563244","0,1110522959266993"
336,"0,3573365332358511","0,2686016210898537","0,11183552834914394"
337,"0,35665346065401743","0,2694889702113137","0,1126193588128475"
338,"0,3559337773723192","0,2703606151157407","0,11340370686983983"
339,"0,35517764568084786","0,27121634673830647","0,11418849141106935"
340,"0,3543852428250908","0,2720559597277319","0,11497363068770552"
341,"0,35355676093866756","0,2728792525587055","0,11575904233290567"
342,"0,35269240696344584","0,2736860276425051","0,11654464338403468"
343,"0,35179240255706345","0,2744760914357145","0,11733035030532703"
344,"0,35085698398790094","0,27524925454692795","0,11811607901097898"
345,"0,34988640201756155","0,2760053318413377","0,11890174488865872"
346,"0,3488809217709428","0,2767441425430999","0,11968726282342211"
347,"0,34784082259399124","0,2774655103353783","0,1204725472220205"
348,"0,34676639789925623","0,27816926345796444","0,12125751203758729"
349,"0,345657954999375","0,27885523480237734","0,12204207079468918"
350,"0,3445158149286352","0,2795232620043473","0,12282613661472763"
351,"0,3433403122527829","0,28017318753359016","0,12360962224167572"
352,"0,3421317948672588","0,2808048587807821","0,1243924400681353"
353,"0,3408906237840612","0,28141812814164685","0,12517450216169854"
354,"0,3396171729074528","0,282012853098071","0,12595572029159827"
355,"0,3383118287987431","0,28258889629616485","0,12673600595563062"
356,"0,33697499043039536","0,2831461256211906","0,1275152704073333"
357,"0,3356070689297197","0,2836844142692827","0,12829342468340257"
358,"0,33420848731243286","0,28420364081588706","0,12907037963133197"
359,"0,33277968020637644","0,28470368928085255","0,12984604593725474"
360,"0,3313210935657009","0,28518444919010777","0,13062033415397273"
361,"0,3298331843758354","0,2856458156338637","0,1313931547291534"
362,"0,3283164203495782","0,2860876893212834","0,13216441803367693"
363,"0,3267712796146513","0,28650997663156635","0,13293403439011497"
364,"0,32519825039308087","0,28691258966139715","0,13370191410132223"
365,"0,3235978306727674","0,287295446268714","0,13446796747912262"
366,"0,3219705278716294","0,2876584701127545","0,13523210487307058"
367,"0,3203168584947078","0,28800159069034326","0,135994236699269"
368,"0,31863734778462993","0,2883247433683869","0,13675427346922436"
369,"0,31693252936584","0,2886278694125493","0,1375121258187202"
370,"0,3152029448830114","0,2889109160120822","0,13826770453668932"
371,"0,31344914363406184","0,2891738363007915","0,13902092059406632"
372,"0,3116716821981997","0,28941658937412423","0,1397716851725999"
373,"0,309871124059435","0,289639140302365","0,14051990969360753"
374,"0,3080480392259934","0,28984146013993567","0,14126550584665132"
375,"0,3062030038460744","0,2900235259307963","0,14200838561811777"
376,"0,30433659982040084","0,29018532070994907","0,14274846131968114"
377,"0,30244941441200557","0,2903268335010536","0,14348564561663246"
378,"0,3005420398537054","0,2904480593101631","0,1442198515560546"
379,"0,29861507295371215","0,29054899911559856","0,1449509925948251"
380,"0,2966691146998306","0,29062965985397965","0,14567898262742898"
381,"0,2947047698626928","0,29069005440243817","0,14640373601356174"
382,"0,29272264659847635","0,2907302015570407","0,14712516760550615"
383,"0,2907233560515517","0,2907501260074551","0,1478431927752638"
384,"0,2887075119575008","0,29074985830789607","0,1485577274414248"
385,"0,2866757302469449","0,29072943484439207","0,14926868809575713"
386,"0,28462862865061733","0,2906888977984176","0,1499759918295003"
387,"0,2825668263061061","0,2906282951069396","0,1506795563593449"
388,"0,28049094336669295","0,29054768041893125","0,15137930005308287"
389,"0,2784016006127012","0,29044711304840887","0,15207514195491212"
390,"0,27629941906576355","0,2903266579240518","0,15276700181037958"
391,"0,2741850196064084","0,29018638553546894","0,15345480009094795"
392,"0,27205902259535797","0,29002637187617836","0,15413845801817055"
393,"0,26992204749892046","0,2898466983833701","0,1548178975874606"
394,"0,2677747125188495","0,2896474518745256","0,15549304159144015"
395,"0,2656176342270334","0,28942872448096885","0,15616381364285556"
396,"0,26345142720536696","0,2891906135784295","0,15683013819704614"
397,"0,26127670369114536","0,2889332217146989","0,15749194057395305"
398,"0,25909407322831085","0,2886566565344633","0,1581491469796568"
399,"0,2569041423248668","0,2883610307014018","0,15880168452743085"
400,"0,2547075141167668","0,28804646181763643","0,15944948125830066"
401,"0,25250478803856646","0,28771307234062776","0,16009246616109735"
402,"0,2502965595011194","0,2873609894976072","0,16073056919199502"
403,"0,24808341957658037","0,28699034519764227","0,16136372129352305"
404,"0,245865954690967","0,2866012759414317","0,16199185441304365"
405,"0,2436447463245172","0,286193922728927","0,16261490152068558"
406,"0,2414203707200649","0,2857684309648829","0,1632327966267268"
407,"0,23919339859964275","0,28532495036243477","0,16384547479841757"
408,"0,236964394889505","0,28486363484480687","0,1644528721762377"
409,"0,2347339184537507","0,2843846424452538","0,16505492598958055"
410,"0,23250252183671127","0,2838881352053388","0,16565157457185892"
411,"0,23027075101425226","0,2833742790716525","0,16624275737502628"
412,"0,22803914515412532","0,28284324379107856","0,16682841498350942"
413,"0,22580823638548936","0,282295202804709","0,1674084891275473"
414,"0,22357854957770795","0,2817303331405168","0,16798292269593312"
415,"0,22135060212851387","0,2811488153048888","0,16855165974815603"
416,"0,2191249037616178","0,280550833173125","0,1691146455259397"
417,"0,2169019563338226","0,27993657387900994","0,16967182646417564"
418,"0,214682253651693","0,27930622770355806","0,1702231502012498"
419,"0,2124662812978142","0,2786599879630394","0,17076856558876136"
420,"0,21025451646665994","0,2779980508963872","0,17130802270063275"
421,"0,20804742781007765","0,2773206155520899","0,1718414728416115"
422,"0,20584547529238403","0,2766278836746698","0,1723688685551639"
423,"0,20364911005505248","0,2759200595908469","0,17289016363076143"
424,"0,20145877429095965","0,275197350095489","0,17340531311056187"
425,"0,19927490112814839","0,2744599643374437","0,17391427329548648"
426,"0,19709791452304967","0,27370811370535075","0,17441700175069627"
427,"0,19492822916309643","0,2729420117135278","0,17491345731046956"
428,"0,1927662503786498","0,27216187388802343","0,17540360008248485"
429,"0,19061237406414827","0,2713679176529297","0,17588739145151255"
430,"0,18846698660837838","0,2705603622170419","0,17636479408251965"
431,"0,18633046483375787","0,2697394284609552","0,17683577192319228"
432,"0,18420317594450927","0,26890533882468326","0,1773002902058811"
433,"0,18208547748359563","0,2680583171958815","0,1777583154489751"
434,"0,17997771729827944","0,2671985887987587","0,1782098154577096"
435,"0,17788023351415852","0,26632638008375387","0,17865475932441485"
436,"0,1757933545175237","0,26544191861805794","0,17909311742821152"
437,"0,17371739894587637","0,2645454329770526","0,17952486143416077"
438,"0,17165267568643677","0,2636371526367408","0,17994996429187524"
439,"0,16959948388246748","0,2627173078672378","0,18036840023359957"
440,"0,1675581129472296","0,2617861296273901","0,18078014477176776"
441,"0,16552884258538478","0,26084384946058853","0,18118517469604586"
442,"0,16351194282165019","0,25989069939183645","0,1815834680698686"
443,"0,16150767403650831","0,25892691182613464","0,18197500422647847"
444,"0,15951628700877102","0,25795271944823833","0,18235976376447674"
445,"0,15753802296479058","0,2569683551238437","0,18273772854289558"
446,"0,15557311363411008","0,2559740518022532","0,18310888167580033"
