step,"Flow: (dynamic) S -> I, 
inducing by: I, ","Flow: (0.001) I -> R, 
 not inducing"
65,"0,007185293137807893","0,001157097422998853"
66,"0,007308518521577097","0,0011631256187136618"
67,"0,007432535838166838","0,0011692710116165252"
68,"0,007557361624233992","0,0011755342764430757"
69,"0,007683012204030523","0,0011819161037908666"
70,"0,00780950368853411","0,0011884171998911063"
71,"0,007936851974311522","0,0011950382863797494"
72,"0,00806507274211618","0,001201780100067681"
73,"0,00819418145522131","0,0012086433927097297"
74,"0,008324193357489865","0,0012156289307722412"
75,"0,008455123471182407","0,0012227374951989587"
76,"0,008586986594504025","0,0012299698811749423"
77,"0,00871979729889127","0,0012373268978882715"
78,"0,008853569926039976","0,0012448093682892744"
79,"0,00898831858467494","0,0012524181288470252"
80,"0,009124057147062136","0,0012601540293028528"
81,"0,009260799245264273","0,001268017932420612"
82,"0,009398558267140396","0,0012760107137334555"
83,"0,009537347352090213","0,0012841332612868624"
84,"0,009677179386543732","0,0012923864753776656"
85,"0,009818066999196904","0,0013007712682888315"
86,"0,009960022555993812","0,0013092885640197396"
87,"0,010103058154856044","0,0013179392980117136"
88,"0,010247185620159834","0,001326724416868558"
89,"0,01039241649696155","0,0013356448780718492"
90,"0,010538762044972182","0,0013447016496907387"
91,"0,010686233232281454","0,00135389571008602"
92,"0,010834840728832208","0,0013632280476082155"
93,"0,010984594899645782","0,0013726996602894395"
94,"0,011135505797799105","0,001382311555528796"
95,"0,011287583157154328","0,0013920647497710663"
96,"0,011440836384841828","0,0014019602681784496"
97,"0,011595274553497457","0,0014119991442951127"
98,"0,01175090639325513","0,0014221824197043153"
99,"0,01190774028349568","0,0014325111436778659"
100,"0,01206578424435322","0,0014429863728176837"
101,"0,012225045927980285","0,0014536091706892193"
102,"0,012385532609572984","0,0014643806074465106"
103,"0,012547251178157736","0,0014753017594486368"
104,"0,012710208127141147","0,001486373708867346"
105,"0,012874409544624621","0,0014975975432856197"
106,"0,013039861103485723","0,0015089743552869589"
107,"0,01320656805122808","0,0015205052420351574"
108,"0,013374535199602109","0,0015321913048443505"
109,"0,013543766913998709","0,0015440336487391084"
110,"0,013714267102618426","0,0015560333820043679"
111,"0,013886039205418801","0,001568191615724982"
112,"0,01405908618284243","0,0015805094633146758"
113,"0,014233410504329037","0,0015929880400342034"
114,"0,014409014136614513","0,0016056284624984983"
115,"0,014585898531820383","0,0016184318481726142"
116,"0,014764064615337295","0,001631399314856262"
117,"0,014943512773506383","0,001644531980156743"
118,"0,01512424284110237","0,0016578309609500926"
119,"0,015306254088622961","0,001671297372830245"
120,"0,015489545209388807","0,0016849323295460375"
121,"0,015674114306458885","0,0016987369424258803"
122,"0,015859958879366375","0,0017127123197899132"
123,"0,01604707581068023","0,0017268595663494897"
124,"0,016235461352398086","0,0017411797825938205"
125,"0,016425111112176254","0,0017556740641636245"
126,"0,01661602003940307","0,0017703435012116373"
127,"0,016808182411121853","0,0017851891777498285"
128,"0,01700159181781035","0,0018002121709832007"
129,"0,017196241149023614","0,0018154135506300278"
130,"0,017392122578907657","0,0018307943782284214"
131,"0,017589227551591664","0,0018463557064291006"
132,"0,01778754676646658","0,0018620985782742633"
133,"0,01798707016335857","0,0018780240264624555"
134,"0,018187786907605964","0,0018941330725993518"
135,"0,018389685375048617","0,0019104267264343582"
136,"0,018592753136939248","0,0019269059850829727"
137,"0,018796976944786267","0,0019435718322348289"
138,"0,01900234271513833","0,00196042523734738"
139,"0,019208835514321006","0,001977467154825171"
140,"0,019416439543136346","0,0019946985231846666"
141,"0,019625138121536635","0,0020121202642046187"
142,"0,019834913673283792","0,0020297332820619503"
143,"0,020045747710606483","0,002047538462453172"
144,"0,0202576208188671","0,0020655366717013254"
145,"0,020470512641251572","0,0020837287558484914"
146,"0,020684401863494854","0,0021021155397338946"
147,"0,02089926619865572","0,0021206978260576554"
148,"0,021115082371954752","0,0021394763944302536"
149,"0,021331826105689747","0,002158452000407778"
150,"0,021549472104243145","0,0021776253745130598"
151,"0,02176799403919666","0,0021969972212427897"
152,"0,021987364534568406","0,0022165682180607434"
153,"0,022207555152188422","0,002236339014377251"
154,"0,022428536377228765","0,0022563102305150624"
155,"0,02265027760390476","0,002276482456661776"
156,"0,02287274712136432","0,002296856251809019"
157,"0,02309591209978276","0,0023174321426785746"
158,"0,023319738576680647","0,0023382106226356785"
159,"0,02354419144348296","0,0023591921505897234"
160,"0,023769234432337704","0,0023803771498826167"
161,"0,02399483010321302","0,002401766007165072"
162,"0,024220939831291602","0,0024233590712611198"
163,"0,02444752379468214","0,00244515665202115"
164,"0,02467454096246731","0,0024671590191638116"
165,"0,024901949083108495","0,002489366401107115"
166,"0,025129704673227612","0,0025117789837891167"
167,"0,02535776300678661","0,002534396909478555"
168,"0,025586078104685727","0,002557220275575863"
169,"0,025814602724801492","0,002580249133404973"
170,"0,02604328835248616","0,0026034834869963696"
171,"0,026272085191550127","0,00262692329186186"
172,"0,026500942155749156","0,002650568453761548"
173,"0,026729806860798764","0,0026744188274635356"
174,"0,026958625616937796","0,0026984742154968705"
175,"0,027187343422063838","0,0027227343668983117"
176,"0,02741590395546297","0,002747198975953477"
177,"0,027644249572156613","0,002771867680932987"
178,"0,027872321297888348","0,0027967400628242105"
179,"0,028100058824773625","0,0028218156440592743"
180,"0,02832740050763526","0,0028470938872399887"
181,"0,028554283361047927","0,002872574193860384"
182,"0,028780643057114457","0,0028982559030275717"
183,"0,029006413923997255","0,0029241382901816584"
184,"0,02923152894522751","0,002950220565815474"
185,"0,029455919759815458","0,0029765018741948856"
186,"0,029679516663184264","0,003002981292080506"
187,"0,029902248608950487","0,00302965782745161"
188,"0,03012404321157349","0,003056530418233109"
189,"0,030344826749896362","0,0030835979310264495"
190,"0,03056452417160053","0,0031108591598453194"
191,"0,030783059098595945","0,0031383128248570744"
192,"0,031000353833368646","0,0031659575711308133"
193,"0,031216329366306965","0,0031937919673930507"
194,"0,031430905384027555","0,0032218145047919647"
195,"0,031644000278722086","0,0032500235956712"
196,"0,03185553115854437","0,003278417572354251"
197,"0,032065413859058554","0,003306994685940441"
198,"0,03227356295576716","0,003335753105113559"
199,"0,03247989177773822","0,0033646909149642125"
200,"0,0326843124223498","0,0033938061158269865"
201,"0,032886735771169705","0,0034230966221335092"
202,"0,03308707150698756","0,0034525602612825454"
203,"0,03328522813201599","0,0034821947725282507"
204,"0,033481112987276546","0,0035119978058877383"
205,"0,033674632273185845","0,0035419669210691273"
206,"0,03386569107135613","0,0035720995864212436"
207,"0,03405419336762419","0,0036023931779061787"
208,"0,034240042076321225","0,003632844978095897"
209,"0,03442313906579589","0,003663452175194122"
210,"0,034603385185201674","0,0036942118620847237"
211,"0,03478068029255864","0,003725121035407841"
212,"0,034954923284099056","0,003756176594664992"
213,"0,035126012124905126","0,0037873753413544256"
214,"0,0352938438808461","0,0038187139781379765"
215,"0,03545831475182113","0,0038501891080406844"
216,"0,03561932010631303","0,0038817972336844648"
217,"0,035776754517256926","0,003913534756557094"
218,"0,035930511799227155","0,003945397976317793"
219,"0,03608048504694368","0,003977383090140702"
220,"0,03622656667509918","0,004009486192097505"
221,"0,036368648459506006","0,0040417032725805066"
222,"0,036506621579561235","0,004074030217767432"
223,"0,03664037666202685","0,004106462809129226"
224,"0,036769803826120724","0,0041389967229821245"
225,"0,03689479272991273","0,004171627530085264"
226,"0,03701523261801927","0,004204350695285092"
227,"0,037131012370587635","0,004237161577207826"
228,"0,037242020553561045","0,0042700554280012066"
229,"0,03734814547021305","0,0043030273931267665"
230,"0,037449275213939134","0,0043360725112038525"
231,"0,03754529772229195","0,004369185713906588"
232,"0,03763610083224475","0,004402361825914973"
233,"0,03772157233666703","0,004435595564921303"
234,"0,0378016000419939","0,004468881541693049"
235,"0,037876071827070486","0,00450221426019335"
236,"0,03794487570315019","0,004535588117760227"
237,"0,03800789987502492","0,004568997405345617"
238,"0,03806503280326379","0,004602436307815296"
239,"0,03811616326753525","0,004635898904310745"
240,"0,038161180430986374","0,004669379168673969"
241,"0,03819997390565168","0,004702870969936281"
242,"0,0382324338188622","0,004736368072871997"
243,"0,03825845088062462","0,004769864138617987"
244,"0,038277916451938385","0,004803352725359994"
245,"0,03829072261401791","0,0048368272890865725"
246,"0,038296762238385136","0,004870281184411504"
247,"0,03829592905779693","0,004903707665465478"
248,"0,0382881177379701","0,00493709988685781"
249,"0,03827322395006586","0,004970450904708922"
250,"0,03825114444389406","0,005003753677754279"
251,"0,03822177712179653","0,005037001068520418"
252,"0,038185021113167614","0,0050701858445736945"
253,"0,03814077684956883","0,005103300679842288"
254,"0,03808894614039341","0,005136338156012016"
255,"0,03802943224903555","0,005169290763996397"
256,"0,037962139969517986","0,005202150905481436"
257,"0,03788697570353058","0,005234910894545473"
258,"0,03780384753783165","0,005267562959354458"
259,"0,03771266532196267","0,005300099243932935"
260,"0,03761334074622651","0,005332511810010964"
261,"0,037505787419877805","0,005364792638947179"
262,"0,0373899209494739","0,0053969336337281095"
263,"0,03726565901733374","0,005428926621043856"
264,"0,03713292146005143","0,005460763353440146"
265,"0,036991630347010196","0,005492435511546757"
266,"0,03684171005884255","0,00552393470638222"
267,"0,03668308736578077","0,005555252481734681"
268,"0,03651569150584254","0,005586380316618727"
269,"0,036339454262795015","0,0056173096278079515"
270,"0,03615431004384055","0,005648031772442939"
271,"0,03596019595696705","0,005678538050714336"
272,"0,03575705188790513","0,005708819708620588"
273,"0,03554482057663434","0,005738867940799873"
274,"0,0353234476933802","0,005768673893435707"
275,"0,03509288191404342","0,005798228667235651"
276,"0,03485307499500281","0,0058275233204824585"
277,"0,03460398184723307","0,00585654887215698"
278,"0,03434556060967842","0,005885296305132056"
279,"0,034077772721822934","0,005913756569436603"
280,"0,03380058299539884","0,0059419205855889895"
281,"0,033513959685173435","0,005969779247998799"
282,"0,03321787455875563","0,005997323428435974"
283,"0,032912302965363315","0,006024543979566294"
284,"0,032597223903492456","0,0060514317385520905"
285,"0,03227262008742946","0,006077977530717031"
286,"0,03193847801254806","0,006104172173273743"
287,"0,031594788019332486","0,006130006479113018"
288,"0,031241544356068882","0,006155471260653237"
289,"0,030878745240146842","0,006180557333748653"
290,"0,03050639291791382","0,006205255521655051"
291,"0,030124493723025093","0,00622955665905131"
292,"0,029733058133232022","0,006253451596115283"
293,"0,029332100825552557","0,0062769312026524"
294,"0,02892164072976724","0,0062999863722753005"
295,"0,028501701080185366","0,006322608026632792"
296,"0,02807230946562546","0,006344787119686344"
297,"0,027633497877555358","0,006366514642032284"
298,"0,027185302756337078","0,006387781625267807"
299,"0,026727765035522596","0,006408579146398876"
300,"0,02626093018414651","0,006428898332287999"
301,"0,0257898166167712","0,006448730364139858"
302,"0,025319519572708754","0,006468071450392489"
303,"0,024850210673187045","0,006486922898514806"
304,"0,02438205894976409","0,0065052861862894785"
305,"0,023915230793779677","0,006523162959052953"
306,"0,02344988990900779","0,0065405550268876796"
307,"0,022986197267471566","0,0065574643617698"
308,"0,022524311068380633","0,006573893094675502"
309,"0,022064386700148868","0,006589843512649206"
310,"0,021606576705448542","0,006605318055836706"
311,"0,021151030749255288","0,0066203193144863184"
312,"0,020697895589836885","0,006634850025921087"
313,"0,02024731505263718","0,006648913071485003"
314,"0,019799430007005403","0,006662511473466155"
315,"0,019354378345719774","0,006675648391999694"
316,"0,01891229496725326","0,0066883271219534135"
317,"0,018473311760728393","0,006700551089798714"
318,"0,018037557593507208","0,006712323850469644"
319,"0,0176051583013614","0,006723649084212681"
320,"0,017176236681167346","0,0067345305934298294"
321,"0,01675091248606991","0,006744972299517567"
322,"0,01632930242305849","0,006754978239704119"
323,"0,01591152015289834","0,006764552563887474"
324,"0,015497676292359772","0,0067736995314764846"
325,"0,01508787841868782","0,006782423508237368"
326,"0,014682231076254415","0,006790728963147818"
327,"0,014280835785335387","0,006798620465260924"
328,"0,013883791052954172","0,006806102680580999"
329,"0,013491192385734438","0,0068131803689533725"
330,"0,013103132304703783","0,006819858380970154"
331,"0,012719700361990738","0,006826141654893887"
332,"0,01234098315935767","0,0068320352136009834"
333,"0,011967064368512177","0,00683754416154674"
334,"0,011598024753140214","0,006842673681753705"
335,"0,011233942192604117","0,006847429032825092"
336,"0,010874891707249501","0,006851815545984871"
337,"0,010520945485265037","0,006855838622146136"
338,"0,010172172911039916","0,006859503729009255"
339,"0,009828640594964203","0,006862816398191286"
340,"0,00949041240461775","0,0068657822223880585"
341,"0,009157549497293978","0,006868406852570288"
342,"0,008830110353805569","0,006870695995215012"
343,"0,008508150813519574","0,0068726554095736025"
344,"0,008191724110570226","0,006874290904977549"
345,"0,007880880911198405","0,006875608338183142"
346,"0,0075756693521675","0,006876613610756157"
347,"0,0072761350802060185","0,006877312666497568"
348,"0,006982321292428271","0,006877711488911277"
349,"0,0066942687776850515","0,006877816098714793"
350,"0,006412015958797235","0,006877632551393763"
351,"0,006135598935625804","0,006877166934801167"
352,"0,00586505152893299","0,006876425366801991"
353,"0,005600405324989771","0,006875413992964122"
354,"0,005341689720886055","0,006874138984296147"
355,"0,005088931970500609","0,006872606535032738"
356,"0,004842157231088869","0,006870822860468206"
357,"0,004601388610447582","0,006868794194838827"
358,"0,004366647214616094","0,006866526789254436"
359,"0,00413795219607521","0,006864026909679797"
360,"0,0039153208024053565","0,006861300834966192"
361,"0,003698768425366753","0,006858354854933631"
362,"0,0034883086503652992","0,006855195268504065"
363,"0,0032839533062688883","0,006851828381885926"
364,"0,003085712515539603","0,006848260506810309"
365,"0,002893594744648604","0,006844497958819038"
366,"0,002707606854741134","0,006840547055604868"
367,"0,0025277541525203003","0,006836414115404003"
368,"0,0023540404413191158","0,00683210545544112"
369,"0,0021864680723314134","0,006827627390426998"
370,"0,002025037995973094","0,0068229862311089025"
371,"0,001869749813346357","0,006818188282873766"
372,"0,0017206018277803067","0,00681323984440424"
373,"0,001577591096422548","0,006808147206387616"
374,"0,0014407134818572574","0,00680291665027765"
375,"0,0013099637037262666","0,00679755444710923"
376,"0,0011853353903306292","0,006792066856365847"
377,"0,0010668211301912323","0,006786460124899812"
378,"0,0009544125235478745","0,006780740485905104"
379,"0,000848100233777391","0,006774914157942746"
380,"0,0007478740387122217","0,00676898734401858"
381,"0,0006537228818419122","0,006762966230713274"
382,"0,0005656349233810282","0,006756856987364402"
383,"0,0004835975911878313","0,00675066576530042"
384,"0,0004075976315192483","0,006744398697126308"
385,"0,0003376211596083","0,0067380618960607005"
386,"0,00027365371005162265","0,006731661455324248"
387,"0,0002156802869951145","0,006725203447578975"
388,"0,00016368541410716067","0,006718693924418391"
389,"0,00011765318432960569","0,00671213891590808"
390,"7,756730939765459e-05","0,0067055444301765"
391,"4,341116912085975e-05","0,0066989164530557215"
392,"1,5167860418202895e-05","0,006692260947771787"
393,"-7,1797538986208156e-06","0,006685583854684433"
394,"-2,3648996598881695e-05","0,006678891091075849"
395,"-3,425732776746466e-05","0,006672188550988174"
396,"-3,902229680385781e-05","0,006665482105109419"
397,"-3,796149468761668e-05","0,006658777600707506"
398,"-3,1092506511783735e-05","0,006652080861612111"
399,"-1,843286428473949e-05","0,006645397688243987"
400,"-2,6468190848178203e-18","0,006638733857691459"
401,"2,4188801027232296e-05","0,006632095123833767"
402,"5,411644655911692e-05","0,00662548721751096"
403,"8,976608357274574e-05","0,006618915846740008"
404,"0,00013112114414030518","0,0066123866969768404"
405,"0,00017816539105657835","0,006605905431424004"
406,"0,0002308829632195222","0,006599477691383637"
407,"0,00028925842077050804","0,0065931090966554725"
408,"0,0003532767900014624","0,006586805245979587"
409,"0,0004229236080373366","0,006580571717523609"
410,"0,000498184967302978","0,006574414069414123"
411,"0,0005790475597841449","0,006568337840312011"
412,"0,0006654987210937053","0,006562348550031484"
413,"0,0007575264743543995","0,006556451700202546"
414,"0,000855119573910662","0,006550652774976698"
415,"0,0009582675488827383","0,006544957241775631"
416,"0,0010669607465771508","0,006539370552082738"
417,"0,0011811903757683391","0,006533898142277232"
418,"0,0013009485498671918","0,006528545434510724"
419,"0,0014262283299928988","0,006523317837626081"
420,"0,0015570237679654435","0,006518220748118447"
421,"0,001693329949236788","0,006513259551138295"
422,"0,001835143035779644","0,006508439621536394"
423,"0,0019824603089534337","0,006503766324950637"
424,"0,002135280212368017","0,00649924501893464"
425,"0,0022936023947663343","0,006494881054128073"
426,"0,002457427752948103","0,006490679775468711"
427,"0,00262675847475727","0,00648664652344619"
428,"0,0028015980821570344","0,006482786635397501"
429,"0,0029819514744167004","0,00647910544684426"
430,"0,0031678249714356707","0,006475608292871833"
431,"0,003359226357230537","0,006472300509550396"
432,"0,0035561649236121","0,0064691874353980765"
433,"0,0037586515140799128","0,006466274412886291"
434,"0,003966698567962764","0,006463566789987484"
435,"0,004180320164834238","0,006461069921765459"
436,"0,004399532069233547","0,006458789172008528"
437,"0,004624351775722196","0,006456729914905752"
438,"0,004854798554308408","0,006454897536766569"
439,"0,00509089349627154","0,006453297437784111"
440,"0,005332659560419999","0,006451935033842599"
441,"0,005580121619816587","0,006450815758369176"
442,"0,005833306509006424","0,006449945064230623"
443,"0,006092243071783174","0,006449328425675399"
444,"0,006356962209530272","0,0064489713403215075"
445,"0,00662749693017476","0,006448879331190716"
446,"0,00690388239779204","0,0064490579487897"
447,"0,00718615598290097","0,006449512773238702"
448,"0,007474357313489456","0,006450249416448364"
449,"0,00776852832681159","0,006451273524345405"
450,"0,008068713321998487","0,006452590779147871"
451,"0,008374959013525609","0,006454206901690722"
452,"0,008687314585580634","0,006456127653802555"
453,"0,009005831747376498","0,0064583588407343346"
454,"0,009330564789455653","0,006460906313640977"
455,"0,009661570641032098","0,006463775972116791"
456,"0,009998908928419047","0,006466973766785706"
457,"0,01034264203459097","0,006470505701947339"
458,"0,010692835159929848","0,0064743778382799835"
459,"0,011049556384206259","0,006478596295601635"
460,"0,011412876729847398","0,006483167255690239"
461,"0,011782870226544662","0,006488096965164396"
462,"0,012159613977254968","0,006493391738425776"
463,"0,0125431882256507","0,006499057960664605"
464,"0,012933676425074503","0,006505102090929592"
465,"0,01333116530905613","0,006511530665263737"
466,"0,013735744963449691","0,00651835029990753"
467,"0,014147508900250799","0,006525567694571073"
468,"0,014566554133154181","0,0065331896357767524"
469,"0,014992981254913615","0,006541223000274129"
470,"0,01542689451656705","0,006549674758528769"
471,"0,01586840190859098","0,006558551978286808"
472,"0,016317615244049413","0,006567861828217112"
473,"0,01677465024380377","0,006577611581632944"
474,"0,01723962662385145","0,0065878086202951144"
475,"0,01771266818486172","0,006598460438298671"
476,"0,018193902903979004","0,006609574646045235"
477,"0,018683463028964765","0,006621158974303169"
478,"0,01918148517475017","0,00663322127835783"
479,"0,019688110422473145","0,006645769542254222"
480,"0,020203484421074426","0,00665881188313444"
481,"0,020727757491528463","0,00667235655567238"
482,"0,021261084733785875","0,006686411956608236"
483,"0,021803626136505775","0,0067009866293854135"
484,"0,02235554668965676","0,006716089268892534"
485,"0,022917016500066847","0,006731728726313297"
486,"0,023488210910003332","0,006747914014087051"
487,"0,024069310618864796","0,006764654310982967"
488,"0,02466050180806812","0,006781958967290849"
489,"0,02526197626921433","0,006799837510131626"
490,"0,025873931535617976","0,006818299648890709"
491,"0,026496571017285232","0,006837355280777437"
492,"0,027130104139426833","0,006857014496513944"
493,"0,027774746484592213","0,006877287586156857"
494,"0,02843071993851177","0,006898185045055292"
495,"0,029098252839734596","0,0069197175799487485"
496,"0,029777580133149125","0,006941896115208533"
497,"0,030468943527474146","0,006964731799226474"
498,"0,031172591656807625","0,006988236010954722"
499,"0,031888780246320546","0,007012420366600575"
500,"0,03261777228218246","0,0070372967264802945"
501,"0,03335361342000389","0,007062877202035996"
502,"0,03409024568893425","0,0070891679382539645"
503,"0,03482776621300914","0,007116169016004644"
504,"0,035566268479984904","0,007143880613201649"
505,"0,03630584235742499","0,007172303001068432"
506,"0,037046574106161266","0,0072014365404247885"
507,"0,03778854639120273","0,007231281677990526"
508,"0,03853183829016307","0,007261838942703738"
509,"0,03927652529927755","0,007293108942051197"
510,"0,040022679337080085","0,007325092358408424"
511,"0,04077036874580985","0,007357789945387095"
512,"0,04151965829061659","0,007391202524187518"
513,"0,04227060915663422","0,007425330979953947"
514,"0,043023278943991314","0,007460176258130627"
515,"0,04377772166082723","0,007495739360816487"
516,"0,044533987714382786","0,007532021343116499"
517,"0,04529212390023421","0,007569023309487764"
518,"0,046052173389739534","0,00760674641007851"
519,"0,04681417571576627","0,007645191837058171"
520,"0,04757816675677049","0,007684360820936879"
521,"0,04834417871929665","0,0077242546268727124"
522,"0,04911224011896906","0,007764874550965136"
523,"0,04988237576004549","0,00780622191653314"
524,"0,05065460671360473","0,007848298070376653"
525,"0,051428950294440126","0,00789110437901988"
526,"0,05220542003673206","0,0079346422249353"
527,"0,052984025668573013","0,007978913002747097"
528,"0,053764773085419784","0,008023918115412924"
529,"0,05454766432254807","0,00806965897038293"
530,"0,05533269752658609","0,008116136975735096"
531,"0,05611986692620394","0,008163353536285946"
532,"0,05690916280203778","0,008211310049675865"
533,"0,05770057145592741","0,008260007902428226"
534,"0,05849407517954806","0,008309448465981724"
535,"0,05928965222251793","0,00835963309269529"
536,"0,0600872767600639","0,008410563111825113"
537,"0,060886918860329375","0,008462239825473351"
538,"0,06168854445140903","0,008514664504508208"
539,"0,06249211528819664","0,008567838384455108"
540,"0,06329758891913324","0,008621762661358851"
541,"0,06410491865294395","0,008676438487616624"
542,"0,064914053525453","0,008731866967781951"
543,"0,06572493826656794","0,008788049154339622"
544,"0,06653751326752418","0,008844986043451849"
545,"0,06735171454848358","0,008902678570675922"
546,"0,06816747372658065","0,00896112760665373"
547,"0,068984717984511","0,009020333952773657"
548,"0,06980337003975905","0,009080298336805393"
549,"0,07062334811456077","0,009141021408508348"
550,"0,07144456590670008","0,0092025037352144"
551,"0,07226693256123747","0,009264745797385886"
552,"0,07309035264326967","0,009327747984149738"
553,"0,07391472611182141","0,009391510588808858"
554,"0,07473994829496913","0,009456033804331871"
555,"0,07556590986629858","0,009521317718822508"
556,"0,0763924968227974","0,009587362310969983"
557,"0,07721959046428536","0,009654167445481811"
558,"0,07804706737448394","0,009721732868500614"
559,"0,07887479940382804","0,009790058203006597"
560,"0,07970265365412207","0,009859142944207418"
561,"0,08053049246514273","0,009928986454917332"
562,"0,08135817340329077","0,009999587960927557"
563,"0,08218554925239291","0,01007094654636992"
564,"0,08301246800675577","0,010143061149075946"
565,"0,08383877286657176","0,010215930555933625"
566,"0,08466430223577684","0,010289553398244264"
567,"0,08548888972245905","0,010363928147081796"
568,"0,08631236414191529","0,010439053108657172"
569,"0,08713454952245246","0,01051492641969043"
570,"0,08795526511402779","0,010591546042793195"
571,"0,08877432539982252","0,010668909761864428"
572,"0,08959154011083861","0,010747015177502386"
573,"0,09040671424360905","0,010825859702435721"
574,"0,09121964808110858","0,010905440556976896"
575,"0,0920301372169497","0,010985754764501029"
576,"0,09283797258294561","0,011066799146953478"
577,"0,09364294048011998","0,011148570320389468"
578,"0,09444482261323998","0,0112310646905492"
579,"0,09524339612894529","0,011314278448471892"
580,"0,09603843365754326","0,011398207566152365"
581,"0,09682970335853654","0,011482847792243756"
582,"0,09761696896994523","0,011568194647810049"
583,"0,09839998986148252","0,011654243422132185"
584,"0,09917852109163765","0,011740989168571535"
585,"0,09995231346871636","0,011828426700494601"
586,"0,1007211136158839","0,011916550587262823"
587,"0,10148466404025142","0,012005355150291445"
588,"0,10224270320604141","0,012094834459181405"
589,"0,1029949656118615","0,012184982327928265"
590,"0,103741181872114","0,012275792311212197"
591,"0,10448107880255783","0,012367257700773097"
592,"0,10521437951003973","0,01245937152187488"
593,"0,10594080348640059","0,012552126529863046"
594,"0,10666006670656025","0,012645515206819584"
595,"0,10737188173077637","0,012739529758319323"
596,"0,10807595781106732","0,01283416211029178"
597,"0,10877200100178241","0,012929403905992556"
598,"0,10945971427429557","0,013025246503088346"
599,"0,11013879763579454","0,013121680970859553"
600,"0,11080894825212721","0,013218698087524487"
601,"0,11146986057466257","0,013316288337689091"
602,"0,11212122647111726","0,013414441909926064"
603,"0,11276273536028873","0,013513148694487255"
604,"0,11339407435063288","0,013612398281153055"
605,"0,11401492838261465","0,013712179957222537"
606,"0,11462498037475308","0,013812482705647928"
607,"0,1152239113732776","0,013913295203317034"
608,"0,11581140070530217","0,014014605819486995"
609,"0,11638712613541947","0,014116402614372811"
610,"0,11695076402560958","0,014218673337893858"
611,"0,11750198949835063","0,014321405428581574"
612,"0,1180404766028126","0,014424586012651343"
613,"0,11856589848400845","0,014528201903241503"
614,"0,11907792755477123","0,014632239599822272"
615,"0,11957623567041743","0,014736685287777222"
616,"0,12006049430595409","0,014841524838159861"
617,"0,12053037473567732","0,014946743807627658"
