step,"Flow: (dynamic) S -> I, 
inducing by: I, ","Flow: (0.001) I -> R, 
 not inducing"
618,"0,12098554821500689","0,015052327438555708"
619,"0,12142568616439534","0,01515826065933216"
620,"0,12185046035514357","0,015264528084837222"
621,"0,1222595430969517","0,015371114017107529"
622,"0,12265260742702754","0,015478002446187373"
623,"0,12302932730057123","0,015585177051168214"
624,"0,12338937778245054","0,01569262120141762"
625,"0,12373243523987706","0,01580031795799865"
626,"0,12405817753589016","0,01590825007528053"
627,"0,12436628422345156","0,01601640000274114"
628,"0,12465643673995261","0,016124749886961852"
629,"0,12492831860193113","0,01623328157381484"
630,"0,1251816155997947","0,01634197661084296"
631,"0,12541601599234445","0,016450816249831912"
632,"0,12563121070089284","0,016559781449574422"
633,"0,12582689350276752","0,01666885287882574"
634,"0,1260027612239927","0,016778010919449683"
635,"0,126158513930941","0,016887235669754225"
636,"0,12629385512074662","0,016996506948015418"
637,"0,1264084919102743","0,017105804296188146"
638,"0,126502135223438","0,017215106983802235"
639,"0,12657449997666556","0,017324394012041867"
640,"0,12662530526230859","0,01743364411800649"
641,"0,1266542745297982","0,017542835779150792"
642,"0,12666113576435165","0,01765194721790144"
643,"0,12664562166303853","0,01776095640644789"
644,"0,1266074698080175","0,01786984107170448"
645,"0,12654642283676176","0,017978578700440794"
646,"0,12646222860909526","0,018087146544577114"
647,"0,12635464037086533","0,018195521626641634"
648,"0,1262234169140873","0,01830368074538586"
649,"0,1260683227333988","0,018411600481554557"
650,"0,12588912817867115","0,018519257203806403"
651,"0,12568560960363018","0,018626627074781268"
652,"0,12545754951034876","0,018733686057310118"
653,"0,1252047366894782","0,018840409920763156"
654,"0,12492696635609664","0,01894677424753187"
655,"0,12462404028105908","0,019052754439640433"
656,"0,12429576691774423","0,019158325725481852"
657,"0,12394196152410081","0,019263463166674114"
658,"0,12356244627990738","0,019368141665031542"
659,"0,12315705039916741","0,01947233596964642"
660,"0,12272561023757261","0,01957602068407594"
661,"0,12226796939497775","0,019679170273629438"
662,"0,12178397881283949","0,019781759072750787"
663,"0,12127349686658369","0,01988376129249088"
664,"0,12073638945287489","0,01998515102806497"
665,"0,12017253007177361","0,020085902266489777"
666,"0,11958179990377757","0,02018598889429506"
667,"0,1189640878817535","0,020285384705304544"
668,"0,11831929075777839","0,020384063408480993"
669,"0,11764731316491808","0,020481998635830292"
670,"0,11694806767398463","0,02057916395035938"
671,"0,11622147484532232","0,020675532854083006"
672,"0,11546746327568526","0,020771078796074247"
673,"0,11468596964027852","0,020865775180553856"
674,"0,11387693873004733","0,02095959537501358"
675,"0,11304032348430676","0,021052512718368614"
676,"0,11217608501881891","0,021144500529134552"
677,"0,11128419264942943","0,021235532113624236"
678,"0,11036462391139024","0,02132558077416004"
679,"0,10941736457450202","0,021414619817297267"
680,"0,10844240865422","0,021502622562054475"
681,"0,10743975841887705","0,02158956234814664"
682,"0,10640942439318588","0,02167541254421737"
683,"0,1053514253581898","0,02176014655606634"
684,"0,10426578834784318","0,021843737834868465"
685,"0,10315254864240525","0,02192615988538144"
686,"0,10201174975884397","0,022007386274138462"
687,"0,10084344343844943","0,022087390637623168"
688,"0,09964768963186497","0,022166146690423993"
689,"0,09842455648174996","0,022243628233365436"
690,"0,09717412030329328","0,02231980916161382"
691,"0,09589646556280292","0,022394663472755497"
692,"0,09459168485460039","0,022468165274845544"
693,"0,09325987887645414","0,0225402887944253"
694,"0,09190115640378904","0,02261100838450733"
695,"0,09051563426291188","0,02268029853252661"
696,"0,08910343730349729","0,022748133868256994"
697,"0,0876646983705778","0,02281448917169223"
698,"0,08619955827628542","0,022879339380891116"
699,"0,08470816577159203","0,022942659599786506"
700,"0,08319067751829626","0,023004425105958314"
701,"0,08166375272523753","0,023064611358370648"
702,"0,08014419105135813","0,023123210499737513"
703,"0,07863237882816357","0,023180231480289134"
704,"0,07712869271998157","0,02323568362763701"
705,"0,07563349981549507","0,023289576636729356"
706,"0,07414715772327457","0,023341920559908122"
707,"0,07267001467098774","0,02339272579707149"
708,"0,07120240960797583","0,023442003085945406"
709,"0,06974467231089991","0,023489763492467435"
710,"0,06829712349217341","0,023536018401285868"
711,"0,06686007491090953","0,023580779506376753"
712,"0,06543382948612379","0,023624058801781284"
713,"0,06401868141194635","0,023665868572465627"
714,"0,06261491627460884","0,02370622138530511"
715,"0,061222811170983334","0,023745130080194413"
716,"0,05984263482846281","0,023782607761285202"
717,"0,05847464772598308","0,02381866778835238"
718,"0,05711910221599807","0,023853323768290014"
719,"0,055776242647230745","0,023886589546737724"
720,"0,05444630548803252","0,02391847919983822"
721,"0,053129519450194264","0,02394900702612641"
722,"0,05182610561306203","0,02397818753855048"
723,"0,05053627754782025","0,024006035456624993"
724,"0,049260241441814165","0,024032565698716188"
725,"0,047998196222792555","0,024057793374459287"
726,"0,04675033368296042","0,02408173377730762"
727,"0,045516838602739695","0,02410440237721327"
728,"0,04429788887414327","0,0241258148134388"
729,"0,04309365562367735","0,02414598688749951"
730,"0,041904303334691674","0,024164934556235685"
731,"0,04072998996910714","0,024182673925014143"
732,"0,0395708670884545","0,024199221241058236"
733,"0,03842707997416643","0,024214592886905632"
734,"0,03729876774707009","0,02422880537399289"
735,"0,03618606348603339","0,02424187533636597"
736,"0,035089094345724006","0,02425381952451564"
737,"0,03400798167344548","0,02426465479933685"
738,"0,03294284112501928","0,024274398126210957"
739,"0,03189378277968666","0,02428306656920977"
740,"0,030860911254008888","0,024290677285420247"
741,"0,029844325814747885","0,024297247519388835"
742,"0,02884412049071416","0,02430279459768419"
743,"0,027860384183571448","0,02430733592357722"
744,"0,026893200777592118","0,024310888971837218"
745,"0,025942649248359484","0,024313471283642973"
746,"0,025008803770417042","0,02431510046160769"
747,"0,024091733823866576","0,024315794164916502"
748,"0,02319150429992038","0,02431557010457545"
749,"0,02230817560541453","0,024314446038770792"
750,"0,021441803766292702","0,024312439768337434"
751,"0,02059244053007161","0,024309569132335392"
752,"0,01976013346730132","0,024305852003733128"
753,"0,018944926072034768","0,024301306285196694"
754,"0,01814685786132287","0,024295949904983533"
755,"0,01736596447375194","0,02428980081293987"
756,"0,016602277767042515","0,02428287697660068"
757,"0,015855825914728262","0,024275196377391124"
758,"0,015126633501935454","0,024266777006928458"
759,"0,014414721620283826","0,024257636863423464"
760,"0,013720107961930223","0,024247793948180323"
761,"0,013042806912776829","0,024237266262194072"
762,"0,012382829644866198","0,024226071802844654"
763,"0,011740184207985666","0,02421422856068668"
764,"0,011114875620503456","0,024201754516333978"
765,"0,010506905959459235","0,024188667637438148"
766,"0,009916274449931862","0,02417498587576017"
767,"0,009342977553706366","0,02416072716433434"
768,"0,008787009057262749","0,02414590941472371"
769,"0,008248360159108523","0,024130550514366248"
770,"0,007727019556476623","0,02411466832401099"
771,"0,00722297353140987","0,024098280675243455"
772,"0,006736206036253056","0,02408140536809962"
773,"0,006266698778572782","0,024064060168767776"
774,"0,005814431305525014","0,024046262807377577"
775,"0,005379381087689509","0,024028030975875723"
776,"0,004961523602389794","0,024009382325987535"
777,"0,004560832416516821","0,023990334467263934"
778,"0,004177279268873375","0,02397090496521319"
779,"0,0038108341520562434","0,023951111339516846"
780,"0,0034614653938917894","0,023930971062329384"
781,"0,0031291397384404377","0,023910501556660944"
782,"0,002813822426584323","0,023889720194842725"
783,"0,0025154772762121616","0,023868644297074467"
784,"0,0022340667620141317","0,023847291130053606"
785,"0,001969552094899014","0,023825677905685568"
786,"0,0017218933010454225","0,023803821779874782"
787,"0,001491049300597553","0,02378173985139595"
788,"0,0012769779860155228","0,02375944916084515"
789,"0,0010796363000898483","0,023736966689670323"
790,"0,0008989803136282463","0,02371430935928074"
791,"0,0007349653028228207","0,02369149403023509"
792,"0,0005875458263047524","0,023668537501507676"
793,"0,00045667580189258193","0,023645456509832474"
794,"0,00034230858304046486","0,023622267729124534"
795,"0,00024439703499072325","0,02359898776997845"
796,"0,00016289361063562692","0,023575633179243462"
797,"9,775042609195656e-05","0,02355222043967485"
798,"4,891933599167046e-05","0,023528765969661268"
799,"1,635200849093916e-05","0,0235052861230276"
800,"7,075421701604391e-18","0,023481797188913064"
801,"-1,851703651745909e-07","0,02345831539172415"
802,"1,5748053391770425e-05","0,02343485689116206"
803,"4,775133804552651e-05","0,023411437782324292"
804,"9,57765347702679e-05","0,02338807409588001"
805,"0,00015977575248331816","0,0233647817983189"
806,"0,0002397014309105712","0,023341576792273066"
807,"0,00033550641337182056","0,023318474916911705"
808,"0,00044714401928442216","0,023295491948408163"
809,"0,0005745681163828685","0,02327264360047904"
810,"0,0007177331926517713","0,023249945524994944"
811,"0,0008765944279688328","0,023227413312662603"
812,"0,001051107765455064","0,02320506249377791"
813,"0,0012412299825280287","0,02318290853904959"
814,"0,001446918761654386","0,02316096686049307"
815,"0,001668132760797343","0,02313925281239423"
816,"0,0019048316835544273","0,02311778169234263"
817,"0,0021569763489807875","0,023096568742333845"
818,"0,0024245287610928225","0,023075629149940494"
819,"0,0027074521780466212","0,023054978049551648"
820,"0,003005711180985858","0,023034630523680145"
821,"0,003319271742553","0,02301460160433745"
822,"0,003648101295057617","0,022994906274475663"
823,"0,00399216879829572","0,022975559469496244"
824,"0,0043514448070130635","0,02295657607882504"
825,"0,004725901538005755","0,02293797094755323"
826,"0,005115512936850967","0,02291975887814368"
827,"0,005520254744260214","0,02290195463220239"
828,"0,005940104562047583","0,02288457293231445"
829,"0,006375041918704742","0,02286762846394418"
830,"0,006825048334574634","0,02285113587739894"
831,"0,00729010738661499","0,022835109789856114"
832,"0,007770204772742751","0,022819564787452874"
833,"0,008265328375749942","0,022804515427438162"
834,"0,008775468326781494","0,022789976240386475"
835,"0,009300617068364382","0,022775961732472868"
836,"0,009840769416977778","0,02276248638780876"
837,"0,010395922625152921","0,02274956467083793"
838,"0,010966076443091066","0,022737211028792247"
839,"0,011551233179787174","0,022725439894206542"
840,"0,012151397763646467","0,022714265687492123"
841,"0,012766577802580524","0,022703702819568277"
842,"0,013396783643568222","0,02269376569455129"
843,"0,014042028431666872","0,022684468712500305"
844,"0,014702328168457486","0,022675826272219472"
845,"0,01537770176990746","0,022667852774115708"
846,"0,016068171123632697","0,0226605626231115"
847,"0,01677376114554096","0,022653970231612017"
848,"0,01749449983583587","0,022648090022525946"
849,"0,01823041833436094","0,022642936432339254"
850,"0,0189815509752612","0,022638523914241277"
851,"0,01974793534093857","0,022634866941302297"
852,"0,02052961231527609","0,02263198000970193"
853,"0,021326626136103997","0,022629877642007506"
854,"0,022139024446879495","0,022628574390501602"
855,"0,022966858347550148","0,022628084840557977"
856,"0,023810182444568746","0,02262842361406497"
857,"0,02466905490002586","0,022629605372895472"
858,"0,02554353747986396","0,022631644822422605"
859,"0,0264336956011348","0,022634556715080044"
860,"0,027339598378259642","0,0226383558539661"
861,"0,028261318668248638","0,022643057096490393"
862,"0,029198933114834496","0,02264867535806215"
863,"0,03015252219147077","0,02265522561581892"
864,"0,031122170243144384","0,022662722912394576"
865,"0,032107965526946745","0,022671182359725324"
866,"0,03311000025134649","0,022680619142892548"
867,"0,03412837061410192","0,022691048524001"
868,"0,03516317683874822","0,0227024858460911"
869,"0,036214523209591135","0,02271494653708376"
870,"0,03728251810513411","0,022728446113756268"
871,"0,038367274029861544","0,022743000185747642"
872,"0,03946890764429743","0,02275862445959176"
873,"0,040587539793253274","0,022775334742776467"
874,"0,04172329553217378","0,022793146947826946"
875,"0,042876304151485606","0,022812077096411292"
876,"0,04404669919884661","0,022832141323466365"
877,"0,04523461849919018","0,022853355881341745"
878,"0,04644020417245104","0,022875737143959594"
879,"0,04766360264885444","0,022899301610988087"
880,"0,04890496468164378","0,02292406591202595"
881,"0,05016444535711504","0,02295004681079557"
882,"0,05144220410181957","0,02297726120934189"
883,"0,05273840468678998","0,023005726152234368"
884,"0,054053215228635744","0,02303545883076892"
885,"0,05538680818734802","0,023066476587166786"
886,"0,05673936036064488","0,023098796918766967"
887,"0,05811105287467939","0,023132437482208845"
888,"0,059502071170925284","0,023167416097601316"
889,"0,06091260498904448","0,02320375075267464"
890,"0,06234284834553298","0,02324145960691101"
891,"0,06379299950793021","0,023280560995649634"
892,"0,06526326096436888","0,02332107343416192"
893,"0,06675383938822951","0,023363015621692126"
894,"0,06826494559765572","0,023406406445458664"
895,"0,06979679450967276","0,023451264984610858"
896,"0,07134960508864249","0,023497610514135923"
897,"0,07292360028877429","0,02354546250871043"
898,"0,07451900699040016","0,023594840646490492"
899,"0,07613605592971008","0,0236457648128344"
900,"0,07777498162162914","0,023698255103951276"
901,"0,07942060996326909","0,023752331830468956"
902,"0,08105766459120395","0,023808000108601755"
903,"0,08268620695489655","0,023865249773084355"
904,"0,08430629048584147","0,023924070730266166"
905,"0,08591796066639068","0,02398445295002174"
906,"0,08752125509932475","0,02404638645773811"
907,"0,08911620357825527","0,024109861326379697"
908,"0,09070282815894526","0,02417486766863157"
909,"0,09228114323163622","0,024241395629121885"
910,"0,09385115559447038","0,024309435376724402"
911,"0,09541286452809895","0,02437897709694215"
912,"0,09696626187156678","0,024450010984373306"
913,"0,0985113320995638","0,0245225272352605"
914,"0,10004805240113498","0,024596516040124805"
915,"0,10157639275993897","0,024671967576485817"
916,"0,10309631603614561","0,02474887200166927"
917,"0,10460777805006166","0,02482721944570375"
918,"0,10611072766757366","0,024907000004308108"
919,"0,10760510688749435","0,024988203731971373"
920,"0,10909085093089856","0,025070820635126893"
921,"0,1105678883325331","0,025154840665422666"
922,"0,1120361410343817","0,025240253713089775"
923,"0,1134955244814648","0,025327049600411065"
924,"0,1149459477199523","0,02541521807529212"
925,"0,1163873134976626","0,02550474880493678"
926,"0,11781951836702043","0,025595631369629505"
927,"0,11924245279054109","0,025687855256626896"
928,"0,12065600124890666","0,02578140985416081"
929,"0,12206004235169504","0,025876284445555557"
930,"0,12345444895081967","0,025972468203461694"
931,"0,12483908825673282","0,026069950184209052"
932,"0,12621382195744205","0,026168719322281576"
933,"0,12757850634038337","0,026268764424916737"
934,"0,12893299241719208","0,026370074166832205"
935,"0,13027712605140504","0,026472637085082563"
936,"0,1316107480891249","0,026576441574048888"
937,"0,1329336944926698","0,026681475880563958"
938,"0,1342457964772281","0,026787728099176063"
939,"0,1355468806505305","0,026895186167554114"
940,"0,13683676915554777","0,02700383786203709"
941,"0,1381152798162142","0,027113670793330602"
942,"0,1393822262861727","0,02722467240235349"
943,"0,14063741820052994","0,027336829956237308"
944,"0,1418806613306033","0,0274501305444816"
945,"0,14311175774163615","0,027564561075267724"
946,"0,14433050595344973","0,02768010827193409"
947,"0,14553670110399397","0,027796758669615607"
948,"0,1467301351157526","0,027914498612049983"
949,"0,1479105968649508","0,028033314248553688"
950,"0,1490778723535064","0,028153191531170085"
951,"0,150231744883659","0,02827411621199242"
952,"0,15137199523520453","0,028396073840664084"
953,"0,15249840184525368","0,028519049762058626"
954,"0,15361074099042937","0,02864302911414182"
955,"0,15470878697140583","0,02876799682601811"
956,"0,15579231229969126","0,028893937616163497"
957,"0,15686108788654235","0,029020835990847024"
958,"0,15791488323389746","0,02914867624274272"
959,"0,1589534666272047","0,029277442449733876"
960,"0,15997660533001615","0,029407118473911347"
961,"0,160984065780212","0,02953768796076745"
962,"0,16197561378771233","0,029669134338586894"
963,"0,16295101473352688","0,029801440818036023"
964,"0,16391003376998792","0,02993459039195151"
965,"0,16485243602200478","0,030068565835329544"
966,"0,16577798678917208","0,030203349705516223"
967,"0,16668645174855984","0,03033892434259988"
968,"0,16757759715800505","0,030475271870005836"
969,"0,16845119005972328","0,030612374195293834"
970,"0,1693069984840493","0,030750213011158267"
971,"0,17014479165311547","0,03088876979663116"
972,"0,17096434018426887","0,031028025818487643"
973,"0,17176541629302589","0,031167962132853427"
974,"0,17254779399535855","0,0313085595870136"
975,"0,17331124930910471","0,031449798821421945"
976,"0,1740555604542891","0,03159166027190963"
977,"0,17478050805214132","0,031734124172092"
978,"0,17548587532259421","0,03187717055597205"
979,"0,17617144828004405","0,03202077926073867"
980,"0,1768370159271519","0,032164929929757974"
981,"0,17748237044646625","0,03230960201575537"
982,"0,1781073073896439","0,032454774784186076"
983,"0,1787116258640489","0,03260042731679154"
984,"0,17929512871650627","0,03274653851533879"
985,"0,17985762271399108","0,03289308710553995"
986,"0,1803989187210321","0,033040051641148406"
987,"0,18091883187361293","0,033187410508228286"
988,"0,1814171817493539","0,03333514192959367"
989,"0,18189379253376142","0,03348322396941343"
990,"0,1823484931823346","0,03363163453797778"
991,"0,18278111757832155","0,03378035139662214"
992,"0,18319150468592274","0,033929352162803836"
993,"0,18357949869874196","0,03407861431532696"
994,"0,18394494918329135","0,03422811519971038"
995,"0,18428771121736118","0,034377832033693954"
996,"0,18460764552307152","0,03452774191287762"
997,"0,18490461859442847","0,03467782181648782"
998,"0,18517850281921347","0,034828048613265765"
999,"0,18542917659504346","0,034978399067471716"
1000,"0,18565652443944353","0,03512884984499929"
1001,"0,18586043709378344","0,03527937751959373"
1002,"0,18604081162093786","0,035429958579167926"
1003,"0,18619755149653566","0,0355805694322097"
1004,"0,18633056669367562","0,03573118641427402"
1005,"0,1864397737609926","0,03588178579455342"
1006,"0,18652509589396682","0,03603234378251987"
1007,"0,18658646299938164","0,036182836534631314"
1008,"0,18662381175284118","0,03633324016109606"
1009,"0,18663708564926992","0,036483530732687806"
1010,"0,1866262350463295","0,036633684287604384"
1011,"0,1865912172006932","0,036783676838363116"
1012,"0,18653199629713255","0,03693348437872545"
1013,"0,18644854347038056","0,037083082890643854"
1014,"0,18634083681974487","0,037232448351223586"
1015,"0,18620886141645684","0,03738155673969211"
1016,"0,1860526093037518","0,03753038404436888"
1017,"0,18587207948968812","0,037678906269628255"
1018,"0,18566727793272036","0,03782709944284832"
1019,"0,18543821752005696","0,037974939621338195"
1020,"0,18518491803883952","0,03812240289923692"
1021,"0,1849074061401924","0,03826946541437653"
1022,"0,1846057152962039","0,03841610335510234"
1023,"0,184279885749908","0,03856229296704344"
1024,"0,18392996445834547","0,038708010559826304"
1025,"0,18355600502879757","0,03885323251372483"
1026,"0,18315806764828832","0,038997935286239904"
1027,"0,18273621900646747","0,039142095418601947"
1028,"0,182290532211992","0,039285689542189806"
1029,"0,1818210867025333","0,03942869438485961"
1030,"0,18132796814854713","0,039571086777177286"
1031,"0,18081126835095118","0,03971284365854865"
1032,"0,18027108513286325","0,03985394208324105"
1033,"0,17970752222556077","0,039994359226290674"
1034,"0,17912068914882973","0,04013407238928995"
1035,"0,17851070108587952","0,04027305900604949"
1036,"0,17787767875300448","0,04041129664812931"
1037,"0,17722174826418138","0,04054876303023419"
1038,"0,17654304099079662","0,04068543601546813"
1039,"0,17584169341670328","0,04082129362044346"
1040,"0,17511784698881377","0,04095631402023972"
1041,"0,1743716479634355","0,041090475553208286"
1042,"0,17360324724856585","0,04122375672561851"
1043,"0,17281280024236254","0,041356136216141454"
1044,"0,17200046666801058","0,04148759288016767"
1045,"0,17116641040521022","0,04161810575395551"
1046,"0,17031079931851212","0,04174765405860677"
1047,"0,1694338050827275","0,04187621720386668"
1048,"0,16853560300564444","0,042003774791745545"
1049,"0,16761637184828074","0,042130306619959444"
1050,"0,16667629364290537","0,04225579268518777"
1051,"0,16571555350906167","0,04238021318614548"
1052,"0,16473433946782334","0,0425035485264684"
1053,"0,1637328422545158","0,042625779317409754"
1054,"0,1627112551301333","0,042746886380346856"
1055,"0,1616697736916824","0,042866850749096644"
1056,"0,16060859568167854","0,04298565367203923"
1057,"0,1595279207970218","0,04310327661404887"
1058,"0,15842795049747668","0,043219701258231845"
1059,"0,15730888781397606","0,04333490950747109"
1060,"0,15617093715696592","0,04344888348577759"
1061,"0,1550143041250087","0,04356160553944878"
1062,"0,1538391953138525","0,043673058238034336"
1063,"0,1526458181261764","0,043783224375110154"
1064,"0,1514343805822123","0,04389208696886122"
1065,"0,15020509113144392","0,04399962926247456"
1066,"0,14895815846557575","0,04410583472434354"
1067,"0,14769379133296082","0,04421068704808477"
1068,"0,14641219835467267","0,04431417015236965"
1069,"0,14511358784239894","0,044416268180571955"
1070,"0,1437981676183314","0,044516965500233784"
1071,"0,14246614483721934","0,044616246702351876"
1072,"0,14111772581075063","0,04471409660048674"
1073,"0,13975311583441458","0,04481050022969701"
1074,"0,13837251901700018","0,04490544284530173"
1075,"0,13697613811287382","0,04499890992147343"
1076,"0,13556417435717566","0,045090887149664825"
1077,"0,13413682730406803","0,04518136043687234"
1078,"0,1326942946681642","0,04527031590373954"
1079,"0,1312367721692578","0,04535773988250396"
1080,"0,12976445338046955","0,045443618914790714"
1081,"0,12827752957992086","0,04552793974925639"
1082,"0,1267761896060374","0,04561068933908705"
1083,"0,12526061971658226","0,04569185483935401"
1084,"0,12373100345151057","0,04577142360423124"
1085,"0,12218752149973247","0,04584938318407852"
1086,"0,12063035156986597","0,04592572132239418"
1087,"0,11905966826505653","0,04600042595264165"
1088,"0,11747564296193364","0,04607348519495407"
1089,"0,11587844369377116","0,04614488735272105"
1090,"0,11426823503791166","0,0462146209090621"
1091,"0,11264517800751207","0,04628267452319095"
1092,"0,11100942994766184","0,04634903702667527"
1093,"0,10936114443592143","0,046413697419596264"
1094,"0,10770047118732445","0,04647664486661259"
1095,"0,1060275559638832","0,0465378686929333"
1096,"0,10434254048863273","0,04659735838020425"
1097,"0,10264556236424588","0,04665510356231268"
1098,"0,10093675499624916","0,046711094021114605"
1099,"0,09921624752086335","0,04676531968208974"
1100,"0,09748416473749463","0,04681777060992852"
1101,"0,09575500824326953","0,04686843700405609"
1102,"0,09404318039961948","0,046917323575295294"
1103,"0,09234864729755295","0,046964449432119616"
1104,"0,09067137138935724","0,04700983362998505"
1105,"0,08901131169750039","0,04705349516774442"
1106,"0,08736842401645019","0,04709545298427418"
1107,"0,08574266110754566","0,04713572595530636"
1108,"0,08413397288705812","0,047174332890458595"
1109,"0,0825423066075797","0,047211292530455196"
1110,"0,08096760703288088","0,047246623544532323"
1111,"0,07940981660637736","0,04728034452802067"
1112,"0,07786887561334803","0,04731247400009903"
1113,"0,07634472233704782","0,047343030401712276"
1114,"0,07483729320885647","0,04737203209364761"
1115,"0,07334652295260666","0,04739949735476282"
1116,"0,07187234472323284","0,04742544438036067"
1117,"0,07041469023988307","0,04744989128070354"
1118,"0,0689734899136339","0,04747285607966272"
1119,"0,06754867296994783","0,04749435671349669"
1120,"0,06614016756601236","0,04751441102975314"
1121,"0,06474790090309816","0,047533036786289395"
1122,"0,06337179933407026","0,0475502516504062"
1123,"0,06201178846618904","0,04756607319808987"
1124,"0,06066779325933111","0,04758051891335796"
1125,"0,05933973811976213","0,04759360618770394"
1126,"0,05802754698958972","0,047605352319636"
1127,"0,056731143432023276","0,04761577451430596"
1128,"0,055450450712565574","0,04762488988322367"
1129,"0,05418539187625845","0,047632715444053016"
1130,"0,05293588982110333","0,04763926812048522"
1131,"0,05170186736777462","0,047644564742185834"
1132,"0,05048324732574202","0,04764862204481143"
1133,"0,04927995255591561","0,04765145667009236"
1134,"0,048091906029925115","0,04765308516597818"
1135,"0,046919030886142216","0,047653523986842125"
1136,"0,045761250482553285","0,047652789493741424"
1137,"0,04461848844658698","0,047650897954730244"
1138,"0,04349066872199828","0,047647865545222094"
1139,"0,04237771561290991","0,04764370834839887"
1140,"0,04127955382510806","0,04763844235566339"
1141,"0,04019610850468791","0,04763208346713283"
1142,"0,03912730527414238","0,04762464749217038"
1143,"0,0380730702659844","0,04761615014995235"
1144,"0,037033330153991774","0,04760660707006839"
1145,"0,036008012182160876","0,04759603379315232"
1146,"0,034997044191453386","0,04758444577154132"
1147,"0,034000354644418265","0,04757185836996124"
1148,"0,03301787264776893","0,04755828686623569"
1149,"0,032049527972993534","0,04754374645201723"
1150,"0,031095251075074222","0,0475282522335382"
1151,"0,030154973109389114","0,04751181923237974"
1152,"0,02922862594686918","0,04749446238625675"
1153,"0,028316142187479656","0,04747619654981737"
1154,"0,02741745517209406","0,04745703649545503"
1155,"0,02653249899282707","0,04743699691413167"
1156,"0,02566120850189077","0,04741609241621037"
1157,"0,024803519319036293","0,04739433753229604"
1158,"0,02395936783764223","0,047371746714082785"
1159,"0,023128691229508353","0,04734833433520634"
1160,"0,022311427448412708","0,04732411469210064"
1161,"0,021507515232487093","0,04729910200485696"
1162,"0,020716894105465435","0,04727331041808459"
1163,"0,019939504376858045","0,047246754001771966"
1164,"0,019175287141101987","0,04721944675214706"
1165,"0,018424184275737596","0,047191402592536014"
1166,"0,01768613843865972","0,04716263537421921"
1167,"0,01696109306448924","0,04713315887728366"
1168,"0,016248992360111243","0,047102986811470855"
1169,"0,015549781299423231","0,047072132817019496"
1170,"0,014863405617336286","0,04704061046550189"
1171,"0,014189811803070244","0,04700843326065372"
1172,"0,013528947092783206","0,046975614639196146"
1173,"0,012880759461574345","0,04694216797164973"
1174,"0,012245197614897316","0,04690810656313966"
1175,"0,011622210979421111","0,04687344365419141"
1176,"0,011011749693373764","0,04683819242151664"
1177,"0,010413764596402779","0,04680236597878849"
1178,"0,009828207218986137","0,04676597737740611"
1179,"0,009255029771425328","0,04672903960724769"
1180,"0,0086941851324521","0,04669156559741186"
1181,"0,008145626837478714","0,046653568216946904"
1182,"0,0076093090665209666","0,04661506027556744"
1183,"0,007085186631822234","0,04657605452435839"
1184,"0,006573214965205588","0,04653656365646585"
1185,"0,006073350105180728","0,046496600307774597"
1186,"0,005585548683830702","0,046456177057572"
1187,"0,005109767913503509","0,046415306429198264"
1188,"0,004645965573331939","0,04637400089068257"
1189,"0,0041940999956049385","0,04633227285536522"
1190,"0,00375413005201235","0,04629013468250546"
1191,"0,0033260151397844864","0,046247598677874965"
1192,"0,0029097151677470855","0,04620467709433687"
1193,"0,002505190542311498","0,046161382132410285"
1194,"0,0021124021534190797","0,04611772594082018"
1195,"0,001731311360458162","0,046073720617032785"
1196,"0,0013618799781713888","0,046029378207776216"
1197,"0,0010040702625699082","0,04598471070954661"
1198,"0,0006578448968713721","0,04593973006909963"
1199,"0,00032316697747650957","0,0458944481839274"
1200,"1,3295964841110576e-17","0,045848876902720936"
1201,"-0,0003116921546307528","0,04580302802581822"
1202,"-0,000611945233994963","0,04575691330563777"
1203,"-0,0009007946279028044","0,045710544447098135"
1204,"-0,001178275382012693","0,045663933108023136"
1205,"-0,0014444222113292394","0,04561709089953311"
1206,"-0,001699269513571282","0,04557002938642224"
1207,"-0,0019428513823986804","0,04552276008752224"
1208,"-0,0021752016204881998","0,04547529447605233"
1209,"-0,0023963537524490605","0,04542764397995578"
1210,"-0,0026063410375688793","0,045379819982223374"
1211,"-0,002805196482381932","0,04533183382120358"
1212,"-0,002992952853051643","0,0452836967909"
1213,"-0,00316964268756021","0,045235420141256054"
1214,"-0,0033352983076982094","0,04518701507842724"
1215,"-0,003489951830848477","0,045138492765041116"
1216,"-0,003633635181557707","0,045089864320445226"
1217,"-0,0037663801028913996","0,04504114082094322"
1218,"-0,003888218167566482","0,04499233330001939"
1219,"-0,003999180788858115","0,0449434527485518"
1220,"-0,004099299231276322","0,044894510115014385"
1221,"-0,004188604621009434","0,04484551630566809"
1222,"-0,004267127956131309","0,044796482184741415"
1223,"-0,0043349001165701884","0,04474741857460054"
1224,"-0,0043919518738370165","0,04469833625590937"
1225,"-0,0044383139005118285","0,044649245967779624"
1226,"-0,0044740167794873635","0,044600158407911324"
1227,"-0,0044990910129690835","0,04455108423272392"
1228,"-0,004513567031231664","0,04450203405747823"
1229,"-0,004517475201132003","0,04445301845638952"
1230,"-0,004510845834379919","0,044404047962732"
1231,"-0,0044937091955671235","0,04435513306893489"
1232,"-0,0044660955099565846","0,04430628422667039"
1233,"-0,004428034971033702","0,044257511846933766"
1234,"-0,004379557747822369","0,04420882630011579"
1235,"-0,004320693991967948","0,04416023791606786"
