step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
625,"0,0011104534898854314","0,013651611403683048"
626,"0,0010996573633799407","0,013526199824545072"
627,"0,001088971127956198","0,01340193439993342"
628,"0,0010783935751125305","0,013278804767213648"
629,"0,0010679235112413127","0,013156800655292638"
630,"0,0010575597574179689","0,013035911883852126"
631,"0,0010473011491934118","0,012916128362587785"
632,"0,0010371465363898517","0,01279744009045384"
633,"0,0010270947828999158","0,012679837154913201"
634,"0,0010171447664890137","0,012563309731193066"
635,"0,0010072953786008968","0,012447848081546028"
636,"0,0009975455241663445","0,012333442554516577"
637,"0,0009878941214149296","0,012220083584213075"
638,"0,0009783401016898014","0,012107761689585095"
639,"0,0009688824092654336","0,011996467473706142"
640,"0,0009595200011682849","0,011886191623061737"
641,"0,0009502518470003161","0,011776924906842803"
642,"0,000941076928765317","0,011668658176244379"
643,"0,0009319942406979904","0,011561382363769586"
644,"0,0009230027890957437","0,011455088482538869"
645,"0,0009141015921531385","0,011349767625604438"
646,"0,0009052896797989554","0,011245410965269927"
647,"0,0008965660935358217","0,011142009752415217"
648,"0,0008879298862823608","0,011039555315826422"
649,"0,0008793801222178162","0,01093803906153098"
650,"0,0008709158766291064","0,010837452472137847"
651,"0,0008625362357602705","0,010737787106182761"
652,"0,0008542402966642566","0,01063903459747854"
653,"0,0008460271670570187","0,010541186654470396"
654,"0,0008378959651738763","0,010444235059596262"
655,"0,0008298458196280992","0,010348171668652036"
656,"0,0008218758692716782","0,010252988410161796"
657,"0,0008139852630582435","0,010158677284752895"
658,"0,0008061731599080921","0,01006523036453595"
659,"0,0007984387285752903","0,00997263979248967"
660,"0,0007907811475168132","0,009880897781850527"
661,"0,0007831996047636847","0,009789996615507189"
662,"0,0007756932977940867","0,009699928645399754"
663,"0,0007682614334084","0,009610686291923699"
664,"0,0007609032276061459","0,009522262043338545"
665,"0,0007536179054647961","0,009434648455181221"
666,"0,0007464047010204136","0,009347838149684056"
667,"0,0007392628571501034","0,009261823815197419"
668,"0,0007321916254562301","0,009176598205616945"
669,"0,0007251902661523811","0,009092154139815338"
670,"0,000718258047951041","0,009008484501078709"
671,"0,0007113942479529509","0,008925582236547432"
672,"0,0007045981515381204","0,008843440356661488"
673,"0,0006978690522584684","0,008762051934610254"
674,"0,0006912062517320614","0,008681410105786736"
675,"0,0006846090595389251","0,008601508067246189"
676,"0,0006780767931184005","0,008522339077169117"
677,"0,0006716087776680204","0,008443896454328609"
678,"0,0006652043460438802","0,008366173577562003"
679,"0,0006588628386624748","0,008289163885246822"
680,"0,0006525836034039843","0,00821286087478098"
681,"0,0006463659955169757","0,008137258102067208"
682,"0,0006402093775245031","0,008062349181001707"
683,"0,0006341131191315816","0,007988127782966934"
684,"0,000628076597134008","0,007914587636328579"
685,"0,0006220991953285148","0,007841722525936633"
686,"0,0006161803044242246","0,007769526292630553"
687,"0,0006103193219553929","0,007697992832748491"
688,"0,0006045156521954115","0,0076271160976405595"
689,"0,0005987687060720556","0,007556890093186108"
690,"0,0005930779010839512","0,007487308879314967"
691,"0,0005874426612182464","0,007418366569532657"
692,"0,0005818624168694624","0,007350057330449513"
693,"0,0005763366047595094","0,007282375381313713"
694,"0,0005708646678588444","0,007215314993548171"
695,"0,0005654460553087556","0,007148870490291277"
696,"0,0005600802223447525","0,007083036245941452"
697,"0,0005547666302210462","0,007017806685705486"
698,"0,0005495047461360989","0,006953176285150641"
699,"0,0005442940431592294","0,006889139569760496"
700,"0,0005391340001582546","0,006825691114494483"
701,"0,0005340241017281502","0,006762825543351121"
702,"0,0005289638381207173","0,006700537528934891"
703,"0,0005239527051752347","0,00663882179202675"
704,"0,0005189902042500838","0,006577673101158235"
705,"0,000514075842155331","0,006517086272189153"
706,"0,0005092091310862481","0,006457056167888815"
707,"0,000504389588557762","0,006397577697520789"
708,"0,000499616737339814","0,006338645816431159"
709,"0,0004948901053936163","0,006280255525640245"
710,"0,0004902092258087911","0,0062224018714377785"
711,"0,00048557363674137815","0,006165079944981488"
712,"0,0004809828813526988","0,006108284881899088"
713,"0,00047643650774905884","0,006052011861893624"
714,"0,000471934068922283","0,005996256108352178"
715,"0,000467475122691061","0,00594101288795788"
716,"0,00046305923164309987","0,005886277510305211"
717,"0,0004586859630780639","0,0058320453275185905"
718,"0,00045435488895129237","0,005778311733874185"
719,"0,00045006558581828443","0,005725072165424956"
720,"0,0004458176347799359","0,005672322099628889"
