step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
244,"0,2046043113088267","0,35899413783540707"
245,"0,20133979847582253","0,3572707425012236"
246,"0,19813629929798388","0,35553279768971896"
247,"0,19499293827256875","0,35378106630695677"
248,"0,1919088310777091","0,3520162944934594"
249,"0,1888830862241349","0,35023921171205513"
250,"0,18591480661083296","0,34845053085131994"
251,"0,1830030909880661","0,3466509483434894"
252,"0,18014703533117912","0,34484114429576346"
253,"0,17734573412860408","0,34302178263396976"
254,"0,17459828158745358","0,3411935112575991"
255,"0,17190377276005592","0,33935696220526895"
256,"0,1692613045947391","0,33751275182971413"
257,"0,1666699769141216","0,3356614809814496"
258,"0,16412889332410482","0,33380373520028556"
259,"0,16163716205669967","0,3319400849139236"
260,"0,15919389674974516","0,3300710856428944"
261,"0,15679821716650524","0,3281972782111415"
262,"0,15444924985804862","0,3263191889615895"
263,"0,15214612877123546","0,3244373299760733"
264,"0,14988799580505088","0,3225521992990369"
265,"0,14767400131793915","0,3206642811644475"
266,"0,14550330458870556","0,3187740462254002"
267,"0,14337507423346568","0,3168819517859205"
268,"0,14128848858103277","0,314988442034503"
269,"0,1392427360090478","0,31309394827895104"
270,"0,1372370152430681","0,3111988891821126"
271,"0,13527053562074443","0,3093036709981311"
272,"0,1333425173231305","0,30740868780885816"
273,"0,1314521915750853","0,3055143217600964"
274,"0,129598800816645","0,3036209432973663"
275,"0,12778159884715984","0,30172891140091035"
276,"0,12599985094391333","0,2998385738196724"
277,"0,12425283395686108","0,2979502673040049"
278,"0,12253983638105427","0,2960643178368815"
279,"0,12086015840823551","0,2941810408634048"
280,"0,11921311195902709","0,2923007415184214"
281,"0,11759802069705977","0,29042371485206825"
282,"0,11601422002632475","0,28855024605309215"
283,"0,11446105707296646","0,28668061066979794"
284,"0,11293789065267112","0,2848150748284947"
285,"0,1114440912247465","0,28295389544932226"
286,"0,10997904083392879","0,2810973204593519"
287,"0,10854213304089985","0,27924558900286794"
288,"0,10713277284244066","0,2773989316487468"
289,"0,10575037658209867","0,27555757059485936"
290,"0,10439437185219612","0,2737217198694343"
291,"0,10306419738795923","0,2718915855293272"
292,"0,10175930295450358","0,2700673658551488"
293,"0,10047914922736777","0,2682492515432148"
294,"0,09922320766724563","0,2664374258942847"
295,"0,0979909603895294","0,26463206499906716"
296,"0,09678190002923734","0,2628333379204723"
297,"0,09559552960186458","0,26104140687259975"
298,"0,09443136236066205","0,2592564273964561"
299,"0,09328892165081484","0,2574785485324"
300,"0,09216774076096289","0,2557079129893179"
301,"0,09106736277247551","0,25394465731053967"
302,"0,08998734040686504","0,25218891203650373"
303,"0,08892723587169821","0,25044080186418904"
304,"0,08788662070533891","0,24870044580333203"
305,"0,08686507562083293","0,24696795732945045"
306,"0,08586219034922234","0,24524344453369956"
307,"0,08487756348255684","0,24352701026958795"
308,"0,08391080231684908","0,24181875229658287"
309,"0,08296152269520195","0,24011876342063723"
310,"0,08202934885131917","0,2384271316316726"
